country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollution_range,update_hour,pollution_category
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2026-05-31 10:00:00,28.685382,77.453839,NH3,7.0,16.0,11.0,9.0,10,Good
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",2026-05-31 10:00:00,16.186555,81.13219,PM10,42.0,57.0,51.0,15.0,10,Moderate
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",2026-05-31 10:00:00,16.186555,81.13219,NH3,2.0,4.0,3.0,2.0,10,Good
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",2026-05-31 10:00:00,16.186555,81.13219,CO,10.0,50.0,16.0,40.0,10,Good
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-05-31 10:00:00,28.6603346,77.3572563,PM10,38.0,121.0,74.0,83.0,10,Moderate
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",2026-05-31 10:00:00,14.438164,79.966814,NO2,27.0,34.0,29.0,7.0,10,Good
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",2026-05-31 10:00:00,22.611968,88.347422,PM10,48.0,128.0,92.0,80.0,10,Moderate
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",2026-05-31 10:00:00,14.438164,79.966814,CO,25.0,104.0,25.0,79.0,10,Good
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2026-05-31 10:00:00,26.730136,83.433859,NH3,1.0,1.0,1.0,0.0,10,Good
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2026-05-31 10:00:00,26.730136,83.433859,CO,6.0,6.0,6.0,0.0,10,Good
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-05-31 10:00:00,28.47272,77.482,PM2.5,15.0,51.0,30.0,36.0,10,Good
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2026-05-31 10:00:00,16.9872867,81.7363176,OZONE,14.0,40.0,17.0,26.0,10,Good
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",2026-05-31 10:00:00,28.060249,76.113115,PM10,57.0,108.0,80.0,51.0,10,Moderate
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",2026-05-31 10:00:00,13.67,79.35,NH3,2.0,3.0,2.0,1.0,10,Good
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",2026-05-31 10:00:00,28.060249,76.113115,CO,43.0,52.0,50.0,9.0,10,Good
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",2026-05-31 10:00:00,28.1485564,77.3320667,PM2.5,48.0,52.0,50.0,4.0,10,Good
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",2026-05-31 10:00:00,13.67,79.35,OZONE,21.0,68.0,28.0,47.0,10,Good
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",2026-05-31 10:00:00,28.1485564,77.3320667,NO2,23.0,24.0,24.0,1.0,10,Good
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",2026-05-31 10:00:00,22.5367507,88.3638022,CO,12.0,38.0,28.0,26.0,10,Good
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",2026-05-31 10:00:00,28.725645,77.749675,NO2,24.0,27.0,26.0,3.0,10,Good
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",2026-05-31 10:00:00,23.707909,86.41467,CO,38.0,40.0,39.0,2.0,10,Good
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-05-31 10:00:00,26.8458805,80.9365541,NH3,11.0,18.0,14.0,7.0,10,Good
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",2026-05-31 10:00:00,16.172806,75.659694,PM2.5,35.0,36.0,35.0,1.0,10,Good
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-05-31 10:00:00,26.8458805,80.9365541,CO,1.0,32.0,19.0,31.0,10,Good
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2026-05-31 10:00:00,26.349082,92.68449,OZONE,4.0,12.0,10.0,8.0,10,Good
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",2026-05-31 10:00:00,26.446912,91.439057,NO2,14.0,16.0,14.0,2.0,10,Good
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",2026-05-31 10:00:00,15.888653,74.541751,PM10,6.0,34.0,20.0,28.0,10,Good
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",2026-05-31 10:00:00,26.446912,91.439057,OZONE,1.0,20.0,19.0,19.0,10,Good
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-05-31 10:00:00,28.999264,77.7590354,PM2.5,20.0,47.0,31.0,27.0,10,Good
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",2026-05-31 10:00:00,15.888653,74.541751,SO2,46.0,58.0,54.0,12.0,10,Moderate
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-05-31 10:00:00,28.999264,77.7590354,NO2,32.0,50.0,42.0,18.0,10,Good
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-05-31 10:00:00,28.999264,77.7590354,NH3,7.0,10.0,8.0,3.0,10,Good
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2026-05-31 10:00:00,24.82827,92.79525,CO,18.0,33.0,27.0,15.0,10,Good
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2026-05-31 10:00:00,24.82827,92.79525,OZONE,2.0,12.0,2.0,10.0,10,Good
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-05-31 10:00:00,28.999264,77.7590354,CO,38.0,54.0,48.0,16.0,10,Good
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",2026-05-31 10:00:00,12.9135218,77.5950804,NH3,3.0,3.0,3.0,0.0,10,Good
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",2026-05-31 10:00:00,12.9135218,77.5950804,CO,41.0,94.0,46.0,53.0,10,Good
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",2026-05-31 10:00:00,12.9352049,77.6814488,PM2.5,9.0,60.0,27.0,51.0,10,Good
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2026-05-31 10:00:00,26.987634,94.636574,CO,14.0,30.0,25.0,16.0,10,Good
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",2026-05-31 10:00:00,12.9352049,77.6814488,NH3,14.0,30.0,25.0,16.0,10,Good
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",2026-05-31 10:00:00,12.9352049,77.6814488,CO,33.0,40.0,36.0,7.0,10,Good
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",2026-05-31 10:00:00,12.9352049,77.6814488,OZONE,20.0,44.0,25.0,24.0,10,Good
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2026-05-31 10:00:00,26.146529,87.454184,SO2,32.0,52.0,44.0,20.0,10,Good
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",2026-05-31 10:00:00,12.951913,77.539784,CO,4.0,67.0,10.0,63.0,10,Good
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",2026-05-31 10:00:00,12.951913,77.539784,OZONE,28.0,62.0,38.0,34.0,10,Good
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",2026-05-31 10:00:00,12.938539,77.5901,PM2.5,7.0,42.0,20.0,35.0,10,Good
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-05-31 10:00:00,28.83526,78.7446,SO2,22.0,29.0,25.0,7.0,10,Good
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2026-05-31 10:00:00,25.5626095,84.663264,OZONE,5.0,11.0,8.0,6.0,10,Good
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-05-31 10:00:00,28.83526,78.7446,CO,22.0,46.0,28.0,24.0,10,Good
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",2026-05-31 10:00:00,12.938539,77.5901,SO2,1.0,9.0,5.0,8.0,10,Good
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2026-05-31 10:00:00,24.75746,84.366208,SO2,3.0,17.0,10.0,14.0,10,Good
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",2026-05-31 10:00:00,12.7816279,77.6299145,PM2.5,33.0,69.0,46.0,36.0,10,Good
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",2026-05-31 10:00:00,12.7816279,77.6299145,NO2,22.0,24.0,23.0,2.0,10,Good
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",2026-05-31 10:00:00,28.856664,78.772638,OZONE,16.0,24.0,16.0,8.0,10,Good
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",2026-05-31 10:00:00,25.251013,86.989001,PM2.5,48.0,197.0,87.0,149.0,10,Moderate
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",2026-05-31 10:00:00,12.921418,77.502466,NH3,3.0,4.0,4.0,1.0,10,Good
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",2026-05-31 10:00:00,28.802625,78.753728,PM10,31.0,100.0,49.0,69.0,10,Good
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",2026-05-31 10:00:00,28.802625,78.753728,NH3,5.0,5.0,5.0,0.0,10,Good
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",2026-05-31 10:00:00,12.921418,77.502466,OZONE,24.0,29.0,29.0,5.0,10,Good
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",2026-05-31 10:00:00,28.3153,76.9143,OZONE,24.0,117.0,31.0,93.0,10,Good
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",2026-05-31 10:00:00,30.7057778,76.8531805555555,NO2,23.0,25.0,24.0,2.0,10,Good
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2026-05-31 10:00:00,25.4547,78.6039,NH3,4.0,4.0,4.0,0.0,10,Good
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2026-05-31 10:00:00,25.4547,78.6039,SO2,15.0,24.0,18.0,9.0,10,Good
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-05-31 10:00:00,16.486692,80.699436,CO,26.0,33.0,27.0,7.0,10,Good
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-05-31 10:00:00,16.486692,80.699436,OZONE,38.0,104.0,38.0,66.0,10,Good
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",2026-05-31 10:00:00,29.432304,76.972765,OZONE,30.0,30.0,30.0,0.0,10,Good
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",2026-05-31 10:00:00,28.52123,76.37138,PM2.5,1.0,306.0,74.0,305.0,10,Moderate
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",2026-05-31 10:00:00,16.509717,80.612222,SO2,13.0,17.0,14.0,4.0,10,Good
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",2026-05-31 10:00:00,28.52123,76.37138,NO2,8.0,10.0,9.0,2.0,10,Good
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2026-05-31 10:00:00,26.509954,80.249612,PM10,27.0,69.0,41.0,42.0,10,Good
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",2026-05-31 10:00:00,28.52123,76.37138,SO2,10.0,14.0,12.0,4.0,10,Good
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",2026-05-31 10:00:00,22.627847,88.380669,SO2,8.0,12.0,10.0,4.0,10,Good
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",2026-05-31 10:00:00,22.627847,88.380669,CO,32.0,66.0,42.0,34.0,10,Good
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2026-05-31 10:00:00,16.554731,80.64911,NO2,20.0,23.0,22.0,3.0,10,Good
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2026-05-31 10:00:00,16.554731,80.64911,CO,26.0,40.0,38.0,14.0,10,Good
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2026-05-31 10:00:00,26.509954,80.249612,OZONE,17.0,21.0,20.0,4.0,10,Good
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2026-05-31 10:00:00,16.554731,80.64911,OZONE,32.0,36.0,36.0,4.0,10,Good
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",2026-05-31 10:00:00,29.5364,75.0158,CO,70.0,101.0,89.0,31.0,10,Moderate
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",2026-05-31 10:00:00,22.51106,88.35142,NH3,6.0,10.0,8.0,4.0,10,Good
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2026-05-31 10:00:00,17.72,83.3,PM2.5,23.0,138.0,65.0,115.0,10,Moderate
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",2026-05-31 10:00:00,26.4703136,80.3229863,NO2,44.0,50.0,47.0,6.0,10,Good
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",2026-05-31 10:00:00,29.0272,77.0621,PM2.5,86.0,91.0,89.0,5.0,10,Moderate
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2026-05-31 10:00:00,17.72,83.3,SO2,2.0,45.0,15.0,43.0,10,Good
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-05-31 10:00:00,22.5448082,88.3403691,SO2,6.0,11.0,8.0,5.0,10,Good
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",2026-05-31 10:00:00,27.103358,93.679645,NO2,8.0,9.0,8.0,1.0,10,Good
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",2026-05-31 10:00:00,26.6879226,88.4152495,PM2.5,17.0,38.0,28.0,21.0,10,Good
India,Uttar_Pradesh,Khora,"Prashant Garden, Khora - UPPCB",2026-05-31 10:00:00,28.61119,77.34206,CO,30.0,55.0,33.0,25.0,10,Good
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",2026-05-31 10:00:00,27.103358,93.679645,SO2,11.0,12.0,11.0,1.0,10,Good
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2026-05-31 10:00:00,28.2348927,77.8683002,PM2.5,21.0,37.0,27.0,16.0,10,Good
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",2026-05-31 10:00:00,30.1480566,77.2893471,SO2,9.0,15.0,12.0,6.0,10,Good
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2026-05-31 10:00:00,28.2348927,77.8683002,NO2,12.0,13.0,13.0,1.0,10,Good
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2026-05-31 10:00:00,26.071318,91.87488,PM2.5,97.0,314.0,177.0,217.0,10,Poor
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2026-05-31 10:00:00,26.071318,91.87488,PM10,88.0,171.0,117.0,83.0,10,Poor
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-05-31 10:00:00,29.4723508,77.7194031,PM10,29.0,376.0,97.0,347.0,10,Moderate
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-05-31 10:00:00,25.265194,87.012947,SO2,4.0,64.0,21.0,60.0,10,Good
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-05-31 10:00:00,29.4723508,77.7194031,NO2,25.0,73.0,39.0,48.0,10,Good
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-05-31 10:00:00,25.265194,87.012947,OZONE,3.0,98.0,26.0,95.0,10,Good
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",2026-05-31 10:00:00,25.204762,85.51496,PM2.5,13.0,95.0,53.0,82.0,10,Moderate
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-05-31 10:00:00,28.5447608,77.3231257,PM2.5,17.0,72.0,42.0,55.0,10,Good
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",2026-05-31 10:00:00,11.55358,76.55521,NO2,15.0,35.0,28.0,20.0,10,Good
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",2026-05-31 10:00:00,25.204762,85.51496,OZONE,1.0,2.0,2.0,1.0,10,Good
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2026-05-31 10:00:00,25.56752,83.966379,PM2.5,33.0,130.0,59.0,97.0,10,Moderate
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",2026-05-31 10:00:00,11.55358,76.55521,SO2,2.0,5.0,4.0,3.0,10,Good
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-05-31 10:00:00,28.5447608,77.3231257,SO2,3.0,9.0,6.0,6.0,10,Good
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IITM",2026-05-31 10:00:00,28.6245479,77.3577104,PM2.5,8.0,193.0,48.0,185.0,10,Good
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IITM",2026-05-31 10:00:00,28.6245479,77.3577104,PM10,15.0,177.0,74.0,162.0,10,Moderate
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IITM",2026-05-31 10:00:00,28.6245479,77.3577104,CO,13.0,24.0,22.0,11.0,10,Good
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",2026-05-31 10:00:00,13.428828,77.731418,SO2,1.0,14.0,7.0,13.0,10,Good
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",2026-05-31 10:00:00,25.7808257,84.7446768,PM2.5,92.0,92.0,92.0,0.0,10,Moderate
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-05-31 10:00:00,28.5898,77.3101,SO2,4.0,11.0,6.0,7.0,10,Good
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",2026-05-31 10:00:00,25.7808257,84.7446768,CO,91.0,107.0,98.0,16.0,10,Moderate
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-05-31 10:00:00,28.56923,77.393848,PM2.5,21.0,97.0,47.0,76.0,10,Good
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-05-31 10:00:00,28.56923,77.393848,SO2,8.0,13.0,11.0,5.0,10,Good
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2026-05-31 10:00:00,24.7955,84.9994,OZONE,27.0,29.0,28.0,2.0,10,Good
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",2026-05-31 10:00:00,24.792403,84.992416,PM2.5,17.0,193.0,76.0,176.0,10,Moderate
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",2026-05-31 10:00:00,24.792403,84.992416,PM10,29.0,208.0,113.0,179.0,10,Poor
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-05-31 10:00:00,25.425602,81.917152,PM10,26.0,89.0,58.0,63.0,10,Moderate
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",2026-05-31 10:00:00,15.411456,75.638133,NO2,1.0,1.0,1.0,0.0,10,Good
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",2026-05-31 10:00:00,15.411456,75.638133,NH3,5.0,7.0,6.0,2.0,10,Good
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",2026-05-31 10:00:00,24.792403,84.992416,OZONE,32.0,124.0,44.0,92.0,10,Good
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-05-31 10:00:00,24.762518,84.982348,NO2,17.0,25.0,21.0,8.0,10,Good
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",2026-05-31 10:00:00,15.3714823,75.1160168,NO2,7.0,11.0,9.0,4.0,10,Good
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2026-05-31 10:00:00,25.494,81.863,NO2,12.0,12.0,12.0,0.0,10,Good
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-05-31 10:00:00,24.762518,84.982348,CO,24.0,54.0,38.0,30.0,10,Good
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2026-05-31 10:00:00,25.494,81.863,SO2,11.0,63.0,30.0,52.0,10,Good
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",2026-05-31 10:00:00,17.336318,76.847397,PM2.5,25.0,46.0,36.0,21.0,10,Good
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2026-05-31 10:00:00,25.44919916,81.82735986,PM2.5,12.0,54.0,28.0,42.0,10,Good
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",2026-05-31 10:00:00,17.336318,76.847397,NH3,2.0,3.0,3.0,1.0,10,Good
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2026-05-31 10:00:00,25.697189,85.2459,CO,2.0,30.0,27.0,28.0,10,Good
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2026-05-31 10:00:00,25.560083,87.553265,PM2.5,10.0,47.0,27.0,37.0,10,Good
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2026-05-31 10:00:00,25.560083,87.553265,PM10,10.0,48.0,28.0,38.0,10,Good
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2026-05-31 10:00:00,25.560083,87.553265,NH3,1.0,1.0,1.0,0.0,10,Good
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2026-05-31 10:00:00,25.44919916,81.82735986,OZONE,18.0,26.0,24.0,8.0,10,Good
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",2026-05-31 10:00:00,26.207781,81.245571,PM10,15.0,47.0,28.0,32.0,10,Good
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2026-05-31 10:00:00,25.560083,87.553265,CO,78.0,100.0,97.0,22.0,10,Moderate
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",2026-05-31 10:00:00,12.415911,75.73505,PM10,20.0,31.0,26.0,11.0,10,Good
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",2026-05-31 10:00:00,26.207781,81.245571,SO2,13.0,14.0,14.0,1.0,10,Good
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",2026-05-31 10:00:00,12.415911,75.73505,CO,10.0,20.0,15.0,10.0,10,Good
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",2026-05-31 10:00:00,25.3505986,82.9083074,PM10,49.0,105.0,74.0,56.0,10,Moderate
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",2026-05-31 10:00:00,25.3505986,82.9083074,NO2,38.0,42.0,41.0,4.0,10,Good
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2026-05-31 10:00:00,27.308328,84.531742,NH3,1.0,1.0,1.0,0.0,10,Good
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2026-05-31 10:00:00,27.308328,84.531742,SO2,14.0,17.0,16.0,3.0,10,Good
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",2026-05-31 10:00:00,25.3505986,82.9083074,CO,18.0,20.0,20.0,2.0,10,Good
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2026-05-31 10:00:00,27.308328,84.531742,CO,14.0,34.0,28.0,20.0,10,Good
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2026-05-31 10:00:00,25.301778,82.996789,NO2,7.0,8.0,8.0,1.0,10,Good
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",2026-05-31 10:00:00,12.21041,76.37376,PM10,20.0,58.0,36.0,38.0,10,Good
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-05-31 10:00:00,26.63086,84.90051,NO2,3.0,4.0,3.0,1.0,10,Good
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2026-05-31 10:00:00,25.301778,82.996789,OZONE,3.0,14.0,4.0,11.0,10,Good
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-05-31 10:00:00,26.63086,84.90051,SO2,2.0,3.0,3.0,1.0,10,Good
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-05-31 10:00:00,26.63086,84.90051,CO,12.0,19.0,13.0,7.0,10,Good
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",2026-05-31 10:00:00,25.262326,82.995408,SO2,12.0,19.0,13.0,7.0,10,Good
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",2026-05-31 10:00:00,12.733409,77.298051,NO2,12.0,19.0,13.0,7.0,10,Good
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",2026-05-31 10:00:00,25.262326,82.995408,CO,1.0,3.0,2.0,2.0,10,Good
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-05-31 10:00:00,25.376776,86.471523,NH3,3.0,3.0,3.0,0.0,10,Good
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-05-31 10:00:00,25.376776,86.471523,SO2,14.0,81.0,47.0,67.0,10,Good
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-05-31 10:00:00,26.11442,85.39813,PM2.5,42.0,197.0,112.0,155.0,10,Poor
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-05-31 10:00:00,26.11442,85.39813,NO2,16.0,31.0,21.0,15.0,10,Good
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-05-31 10:00:00,27.571409,77.655757,PM2.5,16.0,31.0,21.0,15.0,10,Good
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-05-31 10:00:00,26.11442,85.39813,NH3,7.0,10.0,8.0,3.0,10,Good
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-05-31 10:00:00,27.571409,77.655757,NH3,7.0,10.0,8.0,3.0,10,Good
